labels,multilabels,ru_names,us_names
E21B43,['E21B43'],4030:9a92dd1959bde7d0:4a0e418a2de2,4040:6a1d05c6f8a9e658:805188412623
G06F9,['G06F9'],4030:9a92dd1959bde7d0:fc146e575273,4040:6a1d05c6f8a9e658:8059eebbab90
E21B34,['E21B34'],4030:9a92dd1959bde7d0:204898ca9886,4040:6a1d05c6f8a9e658:806035ea686e
A61B5,['A61B5'],4030:9a92dd1959bde7d0:481862113d77,4040:6a1d05c6f8a9e658:80dd95657c14
H04W4,['H04W4'],4030:9a92dd1959bde7d0:2f43447b2a27,4040:6a1d05c6f8a9e658:80e777784ab2
A61F13,['A61F13'],4030:9a92dd1959bde7d0:c5f53da6ca94,4040:6a1d05c6f8a9e658:81069e8ea549
G02C7,['G02C7'],4030:9a92dd1959bde7d0:235ed8488449,4040:6a1d05c6f8a9e658:810e5a5b6b16
A61B17,['A61B17'],4030:9a92dd1959bde7d0:6f4a8f77c7f0,4040:6a1d05c6f8a9e658:811ab3774ed2
H04W4,"['other', 'H04W4', 'H04B7']",4030:9a92dd1959bde7d0:6122d4e21a92,4040:6a1d05c6f8a9e658:811c300962a9
A61F9,['A61F9'],4030:9a92dd1959bde7d0:3186634fa3e7,4040:6a1d05c6f8a9e658:811d76d3d4b4
G06F17,['G06F17'],4030:9a92dd1959bde7d0:a2fdcdd3c4dc,4040:6a1d05c6f8a9e658:8124dbe63020
E21B43,['E21B43'],4030:9a92dd1959bde7d0:e052440c611a,4040:6a1d05c6f8a9e658:81670d7df810
H04W4,['H04W4'],4030:9a92dd1959bde7d0:24e64b6a97f7,4040:6a1d05c6f8a9e658:819f8ef58ec
G06F15,['G06F15'],4030:9a92dd1959bde7d0:2e1e933f7abc,4040:6a1d05c6f8a9e658:81a885c45b6f
A61F13,['A61F13'],4030:9a92dd1959bde7d0:8925a1de162b,4040:6a1d05c6f8a9e658:81aac4c46811
G06F17,['G06F17'],4030:9a92dd1959bde7d0:243dd0e9337d,4040:6a1d05c6f8a9e658:81b9ecabd1df
C08L23,['C08L23'],4030:9a92dd1959bde7d0:35600c0e63ff,4040:6a1d05c6f8a9e658:81bdc0e65b33
H04L12,"['H04L12', 'other']",4030:9a92dd1959bde7d0:ce0244c29423,4040:6a1d05c6f8a9e658:81c34c6e5a9
G06F15,['G06F15'],4030:9a92dd1959bde7d0:6a61dc66d9a8,4040:6a1d05c6f8a9e658:81d4ed305ae
G01F1,['G01F1'],4030:9a92dd1959bde7d0:43ab92660a63,4040:6a1d05c6f8a9e658:8213676ab6d9
F01N3,"['F01N3', 'other']",4030:9a92dd1959bde7d0:7df1e2ca1da1,4040:6a1d05c6f8a9e658:826e93b48be8
G06F12,['G06F12'],4030:9a92dd1959bde7d0:752fd7523d5e,4040:6a1d05c6f8a9e658:82757bbf4c6e
H01L33,['H01L33'],4030:9a92dd1959bde7d0:eecbd03f702d,4040:6a1d05c6f8a9e658:8275a9412ae4
E21B33,['E21B33'],4030:9a92dd1959bde7d0:fc0535204fe6,4040:6a1d05c6f8a9e658:82890938ab03
G06F7,['G06F7'],4030:9a92dd1959bde7d0:9f6d85f5f229,4040:6a1d05c6f8a9e658:828d1bc548f4
B01J23,"['B01J23', 'C07C5', 'other']",4030:9a92dd1959bde7d0:50c9a72fc55f,4040:6a1d05c6f8a9e658:82ba5308c2c2
B32B27,"['B32B27', 'other', 'other', 'other']",4030:9a92dd1959bde7d0:1329a954745d,4040:6a1d05c6f8a9e658:82bca0f2e182
G01N33,['G01N33'],4030:9a92dd1959bde7d0:a2c46055bd61,4040:6a1d05c6f8a9e658:82d00767382d
C08G18,['C08G18'],4030:9a92dd1959bde7d0:7a799c02a1ba,4040:6a1d05c6f8a9e658:82f20e14a71d
G01V3,['G01V3'],4030:9a92dd1959bde7d0:d85eeb83f712,4040:6a1d05c6f8a9e658:82f8221505d9
H04N7,['H04N7'],4030:9a92dd1959bde7d0:9568bd62ed39,4040:6a1d05c6f8a9e658:8309a83e61b0
H04W4,['H04W4'],4030:9a92dd1959bde7d0:b576a987f028,4040:6a1d05c6f8a9e658:831b1472ecf1
G06F12,['G06F12'],4030:9a92dd1959bde7d0:fed4d66e12fb,4040:6a1d05c6f8a9e658:832326b985a5
C11D3,['C11D3'],4030:9a92dd1959bde7d0:99124db091a2,4040:6a1d05c6f8a9e658:8351a529c3a2
G06F9,['G06F9'],4030:9a92dd1959bde7d0:904b1f4c8d70,4040:6a1d05c6f8a9e658:8374817da458
E21B34,['E21B34'],4030:9a92dd1959bde7d0:5e11f6bbd40d,4040:6a1d05c6f8a9e658:8375e909885
A61K38,"['A61K38', 'other']",4030:9a92dd1959bde7d0:18a616019c20,4040:6a1d05c6f8a9e658:8392c5c7d45
G01V3,['G01V3'],4030:9a92dd1959bde7d0:af8c5537487b,4040:6a1d05c6f8a9e658:839b9e0e4a70
A61K31,['A61K31'],4030:9a92dd1959bde7d0:19010756aa8c,4040:6a1d05c6f8a9e658:839d8cf191b9
F23R3,['F23R3'],4030:9a92dd1959bde7d0:61c60bef472f,4040:6a1d05c6f8a9e658:83a9291f1151
G06F15,['G06F15'],4030:9a92dd1959bde7d0:53635474ef3,4040:6a1d05c6f8a9e658:83b2c5f891b8
B01J8,['B01J8'],4030:9a92dd1959bde7d0:e6e37d994a2,4040:6a1d05c6f8a9e658:83b7d66aca65
B32B27,['B32B27'],4030:9a92dd1959bde7d0:7ff73527b75d,4040:6a1d05c6f8a9e658:83bfb2ca4262
H04L12,['H04L12'],4030:9a92dd1959bde7d0:1a70b8f089f9,4040:6a1d05c6f8a9e658:83c886067455
G06F15,['G06F15'],4030:9a92dd1959bde7d0:297dd8c6bf46,4040:6a1d05c6f8a9e658:83ea52ef4461
G06F9,['G06F9'],4030:9a92dd1959bde7d0:608ba7f78a87,4040:6a1d05c6f8a9e658:83fe277bc2e8
G06F21,['G06F21'],4030:9a92dd1959bde7d0:7eac4e4f03a9,4040:6a1d05c6f8a9e658:841240defc32
G02C7,['G02C7'],4030:9a92dd1959bde7d0:7f053d59e128,4040:6a1d05c6f8a9e658:84361a7ed2ff
G06F3,['G06F3'],4030:9a92dd1959bde7d0:b3ecc1717d4f,4040:6a1d05c6f8a9e658:8463f38452e2
G06F9,['G06F9'],4030:9a92dd1959bde7d0:89bc94b73b2a,4040:6a1d05c6f8a9e658:8466da66c6e1
H04L27,['H04L27'],4030:9a92dd1959bde7d0:59ac4fb0b50c,4040:6a1d05c6f8a9e658:846a32fe8338
G01V1,['G01V1'],4030:9a92dd1959bde7d0:cc7b36eb6da0,4040:6a1d05c6f8a9e658:847455fa08ed
A61F13,['A61F13'],4030:9a92dd1959bde7d0:ab62a92f125a,4040:6a1d05c6f8a9e658:84762efdd0e0
A61K31,['A61K31'],4030:9a92dd1959bde7d0:a112f21838b7,4040:6a1d05c6f8a9e658:84876557e569
C09D11,"['other', 'C09D11']",4030:9a92dd1959bde7d0:9fe1f0d0d5be,4040:6a1d05c6f8a9e658:848f4dcff470
H04Q7,['H04Q7'],4030:9a92dd1959bde7d0:f5f6216ae20e,4040:6a1d05c6f8a9e658:84a7c360f199
A61B18,"['A61B18', 'A61B5']",4030:9a92dd1959bde7d0:729df1452f5e,4040:6a1d05c6f8a9e658:84b3cda63b70
A61C17,['A61C17'],4030:9a92dd1959bde7d0:ecef3cdf8349,4040:6a1d05c6f8a9e658:84c2a1341165
A61K31,"['A61K31', 'other', 'other']",4030:9a92dd1959bde7d0:1bbc6ea57656,4040:6a1d05c6f8a9e658:84d600ed4799
A61B5,['A61B5'],4030:9a92dd1959bde7d0:2b497f7d00f5,4040:6a1d05c6f8a9e658:84ea61ff5b73
G06F9,['G06F9'],4030:9a92dd1959bde7d0:dc80f524f863,4040:6a1d05c6f8a9e658:850b1ba2d16c
E21B43,['E21B43'],4030:9a92dd1959bde7d0:432b8f84cc1f,4040:6a1d05c6f8a9e658:851d65e41412
G06F7,['G06F7'],4030:9a92dd1959bde7d0:10392c37d8f3,4040:6a1d05c6f8a9e658:851fb74c2443
G06K9,['G06K9'],4030:9a92dd1959bde7d0:2e480cb89a7,4040:6a1d05c6f8a9e658:85330b3b997
A61F13,['A61F13'],4030:9a92dd1959bde7d0:dc528f88ad7e,4040:6a1d05c6f8a9e658:853aae600aa
C07C2,['C07C2'],4030:9a92dd1959bde7d0:daf858f581c0,4040:6a1d05c6f8a9e658:853c6face26b
E21B49,['E21B49'],4030:9a92dd1959bde7d0:fb2383fd1954,4040:6a1d05c6f8a9e658:8546c6fc788d
E21B49,['E21B49'],4030:9a92dd1959bde7d0:531922942a9d,4040:6a1d05c6f8a9e658:8574dcfa22a7
C07D301,['C07D301'],4030:9a92dd1959bde7d0:1ed168ebf24,4040:6a1d05c6f8a9e658:8595cca37824
H04W4,['H04W4'],4030:9a92dd1959bde7d0:5f89231e20fb,4040:6a1d05c6f8a9e658:8601cb08f2c
E21B43,['E21B43'],4030:9a92dd1959bde7d0:318f7670d72,4040:6a1d05c6f8a9e658:861884afb0b0
G06F15,['G06F15'],4030:9a92dd1959bde7d0:c33fe3a8e65,4040:6a1d05c6f8a9e658:861de300ef76
G06F15,['G06F15'],4030:9a92dd1959bde7d0:6caf58b34bde,4040:6a1d05c6f8a9e658:866a4b7b355c
E21B34,['E21B34'],4030:9a92dd1959bde7d0:98012431f40d,4040:6a1d05c6f8a9e658:8674f72a0a65
H04L27,['H04L27'],4030:9a92dd1959bde7d0:1d07472feaf5,4040:6a1d05c6f8a9e658:869a4678be7d
A61F13,['A61F13'],4030:9a92dd1959bde7d0:89ae35f239b4,4040:6a1d05c6f8a9e658:86ac0dda7db2
A61F13,['A61F13'],4030:9a92dd1959bde7d0:1ba22e73748c,4040:6a1d05c6f8a9e658:86c197919c8d
G06F11,['G06F11'],4030:9a92dd1959bde7d0:5728b1c3c5bd,4040:6a1d05c6f8a9e658:86e925d9746e
A61F2,"['A61B17', 'A61F2']",4030:9a92dd1959bde7d0:489de7207b3d,4040:6a1d05c6f8a9e658:86f89ad230cb
E21B19,['E21B19'],4030:9a92dd1959bde7d0:e48ae34726e5,4040:6a1d05c6f8a9e658:870a2b9d085c
A61F2,['A61F2'],4030:9a92dd1959bde7d0:3508fd6d391d,4040:6a1d05c6f8a9e658:870c49b198df
B23K9,['B23K9'],4030:9a92dd1959bde7d0:be2e96ca2ea0,4040:6a1d05c6f8a9e658:8714eeca77ce
B01J8,['B01J8'],4030:9a92dd1959bde7d0:38772474a021,4040:6a1d05c6f8a9e658:872cedad3315
A61C17,['A61C17'],4030:9a92dd1959bde7d0:ea6206f2a326,4040:6a1d05c6f8a9e658:874000cb96d3
G06F15,['G06F15'],4030:9a92dd1959bde7d0:6087d5a166ca,4040:6a1d05c6f8a9e658:874b506ddb32
A61B17,['A61B17'],4030:9a92dd1959bde7d0:438c67257cc6,4040:6a1d05c6f8a9e658:878c548765bf
C07C2,"['C07C2', 'C07C5', 'other']",4030:9a92dd1959bde7d0:f20f8648c99a,4040:6a1d05c6f8a9e658:87a1f5074aa9
G06F21,['G06F21'],4030:9a92dd1959bde7d0:c4ce26780d15,4040:6a1d05c6f8a9e658:87b61f4a7256
A23L1,"['A23L1', 'other']",4030:9a92dd1959bde7d0:bd9142c7ad32,4040:6a1d05c6f8a9e658:87cf2216f3c1
A61F13,['A61F13'],4030:9a92dd1959bde7d0:47436a3a1eb6,4040:6a1d05c6f8a9e658:87e6d9ec75c4
G06F17,['G06F17'],4030:9a92dd1959bde7d0:2729e9b10026,4040:6a1d05c6f8a9e658:87f4f2911b9c
B01J8,"['other', 'B01J8', 'other']",4030:9a92dd1959bde7d0:15a067b250d1,4040:6a1d05c6f8a9e658:8806c324c337
G06F17,['G06F17'],4030:9a92dd1959bde7d0:102528eacfee,4040:6a1d05c6f8a9e658:8820a82c69bf
H04N7,['H04N7'],4030:9a92dd1959bde7d0:a390e64592b2,4040:6a1d05c6f8a9e658:883b92fa3e52
G06F12,['G06F12'],4030:9a92dd1959bde7d0:7b679326e111,4040:6a1d05c6f8a9e658:883cbd8fb28a
E21B49,['E21B49'],4030:9a92dd1959bde7d0:d7834a76ab1e,4040:6a1d05c6f8a9e658:88429784f32c
C08G63,['C08G63'],4030:9a92dd1959bde7d0:7318c8a7bf80,4040:6a1d05c6f8a9e658:88ad2adae870
E21B33,"['E21B33', 'C09K8']",4030:9a92dd1959bde7d0:b861705f580b,4040:6a1d05c6f8a9e658:88bb656fa556
A61F13,['A61F13'],4030:9a92dd1959bde7d0:a05db4a2c27,4040:6a1d05c6f8a9e658:88c115314e32
A61K31,['A61K31'],4030:9a92dd1959bde7d0:af6fc770717,4040:6a1d05c6f8a9e658:8916024b752
A61K39,['A61K39'],4030:9a92dd1959bde7d0:cec10743a677,4040:6a1d05c6f8a9e658:8921c5dfe44f
B01J23,"['other', 'B01J23']",4030:9a92dd1959bde7d0:5dd4c2ec11fa,4040:6a1d05c6f8a9e658:893ac574bbfe
F16J15,['F16J15'],4030:9a92dd1959bde7d0:1f8546bbfb4b,4040:6a1d05c6f8a9e658:8954c0b21c79
E21B33,['E21B33'],4030:9a92dd1959bde7d0:b4a5af788e42,4040:6a1d05c6f8a9e658:89680200afdc
E21B10,['E21B10'],4030:9a92dd1959bde7d0:603ab64c95d9,4040:6a1d05c6f8a9e658:89c14532e1fc
E21B33,['E21B33'],4030:9a92dd1959bde7d0:e2156f6b7e1b,4040:6a1d05c6f8a9e658:8a30cf9603fb
A61K31,['A61K31'],4030:9a92dd1959bde7d0:f1afca0f5e2d,4040:6a1d05c6f8a9e658:8a37a86c92d8
G06F12,['G06F12'],4030:9a92dd1959bde7d0:1ff0d2cc5bc4,4040:6a1d05c6f8a9e658:8a3cb4fea3fd
A61F2,['A61F2'],4030:9a92dd1959bde7d0:3d2f37cc4801,4040:6a1d05c6f8a9e658:8a4fd1ce65cb
H04B7,['H04B7'],4030:9a92dd1959bde7d0:d46670ff8e72,4040:6a1d05c6f8a9e658:8a528daf4947
H04B7,['H04B7'],4030:9a92dd1959bde7d0:74b2ed886147,4040:6a1d05c6f8a9e658:8a5a7e45e952
A61B17,['A61B17'],4030:9a92dd1959bde7d0:3d1d238363c9,4040:6a1d05c6f8a9e658:8a5d16d394dd
G06F9,['G06F9'],4030:9a92dd1959bde7d0:3e772f7328dc,4040:6a1d05c6f8a9e658:8a633b8563f2
G06F7,"['G06F7', 'G06F9']",4030:9a92dd1959bde7d0:34c9b36bed6e,4040:6a1d05c6f8a9e658:8a651e109402
A61B17,['A61B17'],4030:9a92dd1959bde7d0:6085abee7fb,4040:6a1d05c6f8a9e658:8a6c0b74403d
A61K31,"['A61K31', 'other']",4030:9a92dd1959bde7d0:1bb0d9a911f9,4040:6a1d05c6f8a9e658:8a7cb54fd94b
H04B7,['H04B7'],4030:9a92dd1959bde7d0:3e0ba65ae5aa,4040:6a1d05c6f8a9e658:8a8c0269a00
A61F13,['A61F13'],4030:9a92dd1959bde7d0:e9eaa6e93ddf,4040:6a1d05c6f8a9e658:8a8c2b96e05d
B01J23,"['other', 'B01J23']",4030:9a92dd1959bde7d0:1a5aa6d0f01,4040:6a1d05c6f8a9e658:8a8d128208ae
B01D53,"['other', 'other', 'B01D53']",4030:9a92dd1959bde7d0:8fe42686c92c,4040:6a1d05c6f8a9e658:8a8f585a0dca
A61K8,"['other', 'A61K8']",4030:9a92dd1959bde7d0:3bc65e499de8,4040:6a1d05c6f8a9e658:8a982a415251
H04N7,['H04N7'],4030:9a92dd1959bde7d0:4e13c79b32bc,4040:6a1d05c6f8a9e658:8a9ddaa843ae
A61F13,['A61F13'],4030:9a92dd1959bde7d0:26f04b4df86a,4040:6a1d05c6f8a9e658:8aec5c9ce9e0
A61F2,"['G02C7', 'A61F2']",4030:9a92dd1959bde7d0:7e3cd2fc21b1,4040:6a1d05c6f8a9e658:8af09bb96ffa
C07C7,"['C07C7', 'other']",4030:9a92dd1959bde7d0:3b5ba9920203,4040:6a1d05c6f8a9e658:8b2406678bca
G06F11,['G06F11'],4030:9a92dd1959bde7d0:c496c68ac3cc,4040:6a1d05c6f8a9e658:8b3afddbfe77
F01D11,['F01D11'],4030:9a92dd1959bde7d0:3ad3bcb9e2e1,4040:6a1d05c6f8a9e658:8b3fd9538f7c
B22D11,['B22D11'],4030:9a92dd1959bde7d0:95073ecfee18,4040:6a1d05c6f8a9e658:8b55b1daae16
E21B43,['E21B43'],4030:9a92dd1959bde7d0:efece725e845,4040:6a1d05c6f8a9e658:8b7c0dc4fa07
B22D11,['B22D11'],4030:9a92dd1959bde7d0:d5667a298f98,4040:6a1d05c6f8a9e658:8b7c37b3c14d
G06F9,['G06F9'],4030:9a92dd1959bde7d0:c17955759162,4040:6a1d05c6f8a9e658:8bacd9311131
C09K8,['C09K8'],4030:9a92dd1959bde7d0:4752d515d433,4040:6a1d05c6f8a9e658:8bba0a68583b
C07D301,['C07D301'],4030:9a92dd1959bde7d0:e9fab9b0320b,4040:6a1d05c6f8a9e658:8bdf526b1eae
H04L12,['H04L12'],4030:9a92dd1959bde7d0:4e1cc26931da,4040:6a1d05c6f8a9e658:8c1b85d41767
C07C5,['C07C5'],4030:9a92dd1959bde7d0:834bc4baab71,4040:6a1d05c6f8a9e658:8c4471a46791
G06F17,['G06F17'],4030:9a92dd1959bde7d0:2ac034ca20e8,4040:6a1d05c6f8a9e658:8c44ac3f0b0d
A61B17,['A61B17'],4030:9a92dd1959bde7d0:d2c68ad9a0a5,4040:6a1d05c6f8a9e658:8c4a71ead97d
A61B17,['A61B17'],4030:9a92dd1959bde7d0:5d420153f86e,4040:6a1d05c6f8a9e658:8c4df3fb5c57
E21B33,"['E21B33', 'C09K8']",4030:9a92dd1959bde7d0:11c22f2a365a,4040:6a1d05c6f8a9e658:8c51eb33927e
A61F13,['A61F13'],4030:9a92dd1959bde7d0:5d9b102a0da5,4040:6a1d05c6f8a9e658:8c71deac5c34
G06F17,['G06F17'],4030:9a92dd1959bde7d0:a05bd99a0a44,4040:6a1d05c6f8a9e658:8c8048e8f0ec
C09K8,"['E21B43', 'C09K8']",4030:9a92dd1959bde7d0:64e2b63cacfc,4040:6a1d05c6f8a9e658:8c868e2d8546
B01J8,['B01J8'],4030:9a92dd1959bde7d0:a9ec20e51d36,4040:6a1d05c6f8a9e658:8c970fc021f0
H04L29,['H04L29'],4030:9a92dd1959bde7d0:fdfa036c85b5,4040:6a1d05c6f8a9e658:8ce8f2c5bd19
G06F17,['G06F17'],4030:9a92dd1959bde7d0:1185d31ce5da,4040:6a1d05c6f8a9e658:8d0a89e0777b
E21B34,"['E21B43', 'E21B34']",4030:9a92dd1959bde7d0:1e9392351491,4040:6a1d05c6f8a9e658:8d0cd3d18de6
F01D5,['F01D5'],4030:9a92dd1959bde7d0:983b3fb7ccfe,4040:6a1d05c6f8a9e658:8d4041f8214
G06F9,['G06F9'],4030:9a92dd1959bde7d0:4cece4e7d587,4040:6a1d05c6f8a9e658:8d6fa8f2833e
A63F13,['A63F13'],4030:9a92dd1959bde7d0:99ffaec7a9d6,4040:6a1d05c6f8a9e658:8d95f46e5f76
G06F17,['G06F17'],4030:9a92dd1959bde7d0:d22d8fee56f6,4040:6a1d05c6f8a9e658:8dba2a5fed50
G06F17,['G06F17'],4030:9a92dd1959bde7d0:acafbdc45f17,4040:6a1d05c6f8a9e658:8dbc7022f71f
F01D5,['F01D5'],4030:9a92dd1959bde7d0:67d0c0dd95a7,4040:6a1d05c6f8a9e658:8df33cdc46c8
A61K31,['A61K31'],4030:9a92dd1959bde7d0:dbc59180dd2b,4040:6a1d05c6f8a9e658:8e1714ceace6
A61K31,['A61K31'],4030:9a92dd1959bde7d0:cc7d56b55589,4040:6a1d05c6f8a9e658:8e1eaa71ebe9
F01D5,['F01D5'],4030:9a92dd1959bde7d0:3c1f187d856b,4040:6a1d05c6f8a9e658:8e376bfc0fbe
E21B33,['E21B33'],4030:9a92dd1959bde7d0:459ab791683,4040:6a1d05c6f8a9e658:8e4d276b034e
E21B49,['E21B49'],4030:9a92dd1959bde7d0:c04335f9c23f,4040:6a1d05c6f8a9e658:8e5c4c257ed8
H04W4,"['H04W4', 'H04B7']",4030:9a92dd1959bde7d0:338dac930d9e,4040:6a1d05c6f8a9e658:8e7035bac5af
F02D41,"['other', 'F02D41', 'other', 'other']",4030:9a92dd1959bde7d0:b695800ef3e5,4040:6a1d05c6f8a9e658:8e8ddabce068
A61F13,['A61F13'],4030:9a92dd1959bde7d0:c9c2e4908cf5,4040:6a1d05c6f8a9e658:8e97e7c557fe
C09K8,['C09K8'],4030:9a92dd1959bde7d0:272f8a0cd2e,4040:6a1d05c6f8a9e658:8eba7af8a3e5
A61B17,['A61B17'],4030:9a92dd1959bde7d0:949d7d7e3b48,4040:6a1d05c6f8a9e658:8ed2285d49ea
B26B21,['B26B21'],4030:9a92dd1959bde7d0:db5b956c61a,4040:6a1d05c6f8a9e658:8ed3cefc78b8
C09D11,['C09D11'],4030:9a92dd1959bde7d0:988b94f59845,4040:6a1d05c6f8a9e658:8efe3836a47
A23L2,['A23L2'],4030:9a92dd1959bde7d0:60d4e7dba314,4040:6a1d05c6f8a9e658:8f0a569c5947
G06F17,['G06F17'],4030:9a92dd1959bde7d0:97a351dc9776,4040:6a1d05c6f8a9e658:8f20e4f86b47
G06F21,['G06F21'],4030:9a92dd1959bde7d0:94d76ea5e43b,4040:6a1d05c6f8a9e658:8f21b782be8
A61F2,['A61F2'],4030:9a92dd1959bde7d0:d03c2d9b9005,4040:6a1d05c6f8a9e658:8f276d4d15da
E21B10,['E21B10'],4030:9a92dd1959bde7d0:527177342bfd,4040:6a1d05c6f8a9e658:8f2d45ab9980
E21B43,['E21B43'],4030:9a92dd1959bde7d0:3fbab41f0010,4040:6a1d05c6f8a9e658:8f36df80549c
B29C45,['B29C45'],4030:9a92dd1959bde7d0:808ca3a5896e,4040:6a1d05c6f8a9e658:8f3835959499
A61B5,['A61B5'],4030:9a92dd1959bde7d0:91edb29f7a4c,4040:6a1d05c6f8a9e658:8f409537f103
G06F12,['G06F12'],4030:9a92dd1959bde7d0:6a1baffc2c30,4040:6a1d05c6f8a9e658:8f4a233e04ea
G06F11,['G06F11'],4030:9a92dd1959bde7d0:c68e57cf28a7,4040:6a1d05c6f8a9e658:8f4ea4d17698
H04L9,['H04L9'],4030:9a92dd1959bde7d0:2f8d46005c50,4040:6a1d05c6f8a9e658:8f789dde2d6f
A61F2,['A61F2'],4030:9a92dd1959bde7d0:4eb7fd225672,4040:6a1d05c6f8a9e658:8f853cb64f4b
G06F17,['G06F17'],4030:9a92dd1959bde7d0:94ad946909e2,4040:6a1d05c6f8a9e658:8fa26704c737
A61K38,['A61K38'],4030:9a92dd1959bde7d0:21f6e6b1d532,4040:6a1d05c6f8a9e658:8fa7474545ce
G06F9,['G06F9'],4030:9a92dd1959bde7d0:3c1ef2672884,4040:6a1d05c6f8a9e658:8fb2d656b923
A61F13,['A61F13'],4030:9a92dd1959bde7d0:54d2f767d56a,4040:6a1d05c6f8a9e658:8ff519b15881
B01J8,"['B01J8', 'other']",4030:9a92dd1959bde7d0:b36b11747184,4040:6a1d05c6f8a9e658:90049eb2a335
E21B33,['E21B33'],4030:9a92dd1959bde7d0:d40f2375b26f,4040:6a1d05c6f8a9e658:901ce67c9235
A23L2,['A23L2'],4030:9a92dd1959bde7d0:31b070e90ccf,4040:6a1d05c6f8a9e658:90254913d20f
A61B17,['A61B17'],4030:9a92dd1959bde7d0:f909d4e8ad6e,4040:6a1d05c6f8a9e658:904ec5365276
G06F3,['G06F3'],4030:9a92dd1959bde7d0:91cd4497972,4040:6a1d05c6f8a9e658:90598211637c
H04L29,['H04L29'],4030:9a92dd1959bde7d0:50184e42a2c9,4040:6a1d05c6f8a9e658:90628b967ec2
G06F9,['G06F9'],4030:9a92dd1959bde7d0:6367216814d7,4040:6a1d05c6f8a9e658:906f10bf4176
B23C5,['B23C5'],4030:9a92dd1959bde7d0:c45bc6765e4d,4040:6a1d05c6f8a9e658:907f0cae4cd5
H04B7,['H04B7'],4030:9a92dd1959bde7d0:ef98e1bb2b11,4040:6a1d05c6f8a9e658:908d3b90a497
F01N3,['F01N3'],4030:9a92dd1959bde7d0:ce9682aa655e,4040:6a1d05c6f8a9e658:90cb85da41a2
F01D5,['F01D5'],4030:9a92dd1959bde7d0:2e7257125a7,4040:6a1d05c6f8a9e658:90cc3d9953cb
G06F9,['G06F9'],4030:9a92dd1959bde7d0:c80da7795f4c,4040:6a1d05c6f8a9e658:910d33727895
H04B7,['H04B7'],4030:9a92dd1959bde7d0:2a3c373b6294,4040:6a1d05c6f8a9e658:91242220bdd4
H04L27,"['H04L27', 'other']",4030:9a92dd1959bde7d0:db803a051faa,4040:6a1d05c6f8a9e658:9140068e1aed
B01J8,['B01J8'],4030:9a92dd1959bde7d0:aa12de85b8b3,4040:6a1d05c6f8a9e658:915ef696fd62
F02M25,['F02M25'],4030:9a92dd1959bde7d0:f539beaae2b7,4040:6a1d05c6f8a9e658:9167fb827757
A61F13,"['other', 'A61F13']",4030:9a92dd1959bde7d0:d58d8c3d307e,4040:6a1d05c6f8a9e658:91adbba0c78d
A61B17,['A61B17'],4030:9a92dd1959bde7d0:5bb6b944b83a,4040:6a1d05c6f8a9e658:91b95d926835
B32B27,"['other', 'B32B27']",4030:9a92dd1959bde7d0:ff1e56033f66,4040:6a1d05c6f8a9e658:91ce276b2070
G06K9,['G06K9'],4030:9a92dd1959bde7d0:30677c269934,4040:6a1d05c6f8a9e658:91ecbdb7312c
A61B17,['A61B17'],4030:9a92dd1959bde7d0:803cd3d11448,4040:6a1d05c6f8a9e658:9215fea5ad26
B26B21,['B26B21'],4030:9a92dd1959bde7d0:76bde9c1a694,4040:6a1d05c6f8a9e658:922a04905c2f
G06F13,['G06F13'],4030:9a92dd1959bde7d0:d5b34431b975,4040:6a1d05c6f8a9e658:924ccaf2d47b
A61B5,['A61B5'],4030:9a92dd1959bde7d0:c00813f3b751,4040:6a1d05c6f8a9e658:927683166767
A61K9,['A61K9'],4030:9a92dd1959bde7d0:c06af09a1ae7,4040:6a1d05c6f8a9e658:9282ad44dffe
A61B18,['A61B18'],4030:9a92dd1959bde7d0:259f28b2a3ad,4040:6a1d05c6f8a9e658:92878033ee83
F02D41,['F02D41'],4030:9a92dd1959bde7d0:a7a3743b103e,4040:6a1d05c6f8a9e658:928d44c452be
A61K38,"['other', 'A61K38', 'A61K8']",4030:9a92dd1959bde7d0:22cc65928ba1,4040:6a1d05c6f8a9e658:92ca56b69444
F16J15,['F16J15'],4030:9a92dd1959bde7d0:1d8eca3f1584,4040:6a1d05c6f8a9e658:92cc900eafb2
H04B7,['H04B7'],4030:9a92dd1959bde7d0:c774dad1bbf4,4040:6a1d05c6f8a9e658:93012390f23
H04L27,['H04L27'],4030:9a92dd1959bde7d0:d9a8e568ff89,4040:6a1d05c6f8a9e658:931f2de33f7b
E21B33,['E21B33'],4030:9a92dd1959bde7d0:fc7baea39dc6,4040:6a1d05c6f8a9e658:9323d26403e0
A61B17,['A61B17'],4030:9a92dd1959bde7d0:2035dac6daf7,4040:6a1d05c6f8a9e658:932f95ca6cc9
G01V3,['G01V3'],4030:9a92dd1959bde7d0:2633e701168c,4040:6a1d05c6f8a9e658:93311714dde
A61B18,"['other', 'A61B18', 'other']",4030:9a92dd1959bde7d0:8fac5bc21130,4040:6a1d05c6f8a9e658:93894ebc4b5c
F01D11,['F01D11'],4030:9a92dd1959bde7d0:e7efdebdede1,4040:6a1d05c6f8a9e658:93b4880380f9
E21B47,['E21B47'],4030:9a92dd1959bde7d0:5ec83a8b667c,4040:6a1d05c6f8a9e658:93c6d45c7115
A61K31,['A61K31'],4030:9a92dd1959bde7d0:ef65da4e7e81,4040:6a1d05c6f8a9e658:93d5c0d61086
